X,Y,OBJECTID,AREA,PERIMETER,PHTW911_,PHTW911_ID,XLO,YLO,SNO,YEAR,LNO,FE,MN,CU,ZN,CD,CR,NI,PB,CUAR,CUAR_OVER,ZNAR,ZNAR_OVER,CDAR,CDAR_OVER,CRAR,CRAR_OVER,NIAR,NIAR_OVER,PBAR,PBAR_OVER,OVER,RESTRICTED
121.1629373904,24.9289947241,96106,62500,1000,39212,39212,265625,2758125,GR92IN27231,2003,IN2723,235.18,26.53,90.77,14.4,0.13,1.14,44.56,7.3,196.0806,0,125.5345,0,0.2218,0,51.6963,0,243.1424,1,26.6324,0,1,0
121.1926300603,24.9221880178,96137,62500,1000,39298,39298,268625,2757375,GR93IN28401,2004,IN2840,555.33,32.64,5.56,322.51,0.23,0.55,1.13,7.51,21.9454,0,891.4344,1,0.3676,0,41.4586,0,20.3596,0,27.2248,0,1,0
121.1951162976,24.9289565977,96150,62500,1000,39337,39337,268875,2758125,GR93IN28531,2004,IN2853,1045.53,42,76.46,48.88,0.27,0.28,80.07,24.92,166.8367,0,211.2449,0,0.4259,0,36.7736,0,425.2981,1,76.3331,0,1,0
121.1976175184,24.9447542101,96166,62500,1000,39385,39385,269125,2759875,GR93IN286A1,2004,IN286A,467.14,25.3,47.59,22.78,0.14,4.44,158.09,9.51,107.8379,0,146.3655,0,0.2364,0,108.9579,0,825.5173,1,32.8662,0,1,0
121.1976211997,24.9470114764,96167,62500,1000,39388,39388,269125,2760125,GR93IN286B1,2004,IN286B,443.04,22.45,20.63,18.49,0.02,1.6,90.68,6.62,52.7425,0,135.7014,0,0.0615,0,59.6782,0,479.7242,1,24.7143,0,1,0
121.2025460487,24.931203933,96178,62500,1000,39419,39419,269625,2758375,GR93IN28841,2004,IN2884,1476.66,36.3,39.78,69.34,0.31,0.56,138.97,22.21,91.8774,0,262.1044,0,0.4842,0,41.6321,0,727.4374,1,68.689,0,1,0
121.1579686189,24.9154565062,96294,62500,1000,39750,39750,265125,2756625,GR93IN37081,2004,IN3708,623.47,44.14,186.95,89.25,0.37,1.46,4.4,19.38,392.634,1,311.5966,0,0.5717,0,57.2489,0,37.1337,0,60.7065,0,1,0
121.1703306776,24.9064141305,96312,62500,1000,39802,39802,266375,2755625,GR92IN37541,2003,IN3754,290.45,88.51,7.12,168.16,4.23,0.54,1.32,3.9,25.1334,0,507.7511,0,6.1988,1,41.2851,0,21.3342,0,17.042,0,1,0
121.1703339498,24.9086713702,96313,62500,1000,39805,39805,266375,2755875,GR92IN37551,2003,IN3755,450.47,386.19,37.12,244.71,0.31,1.25,2.9,52.68,86.4414,0,698.0391,1,0.4842,0,53.605,0,29.4391,0,154.6358,0,1,0
121.1802473335,24.9176888604,96331,62500,1000,39852,39852,267375,2756875,GR93IN37991,2004,IN3799,576.4,104.18,8.56,663.63,0.44,0.52,2.54,14.43,28.0762,0,1739.3905,1,0.6737,0,40.938,0,27.5924,0,46.744,0,1,0
121.1802507703,24.9199461135,96332,62500,1000,39855,39855,267375,2757125,GR92IN379A1,2003,IN379A,427.1,82.03,20.12,323.5,0.34,1.22,2.18,14.96,51.7002,0,893.8953,1,0.528,0,53.0844,0,25.7457,0,48.239,0,1,0
121.1950644312,24.8973550818,96357,62500,1000,39927,39927,268875,2754625,GR93IN38501,2004,IN3850,243.35,64.97,190.72,15.58,0.12,0.67,2.99,13.75,400.3384,1,128.4678,0,0.2072,0,43.5408,0,29.9008,0,44.8259,0,1,0
121.1950904249,24.9131557943,96360,62500,1000,39935,39935,268875,2756375,GR93IN38571,2004,IN3857,435.04,19.65,51.01,162.68,0.31,0.62,10.9,441.38,114.827,0,494.1289,0,0.4842,0,42.6732,0,70.4767,0,1251.0419,1,1,0
121.2124195141,24.9153892971,96393,62500,1000,40033,40033,270625,2756625,GR93IN39281,2004,IN3928,1251.36,69.37,138.65,81.13,0.42,0.37,2.58,19.3,293.9281,1,291.412,0,0.6446,0,38.3352,0,27.7976,0,60.4808,0,1,0
121.2173572907,24.9086103926,96404,62500,1000,40064,40064,271125,2755875,GR93IN39451,2004,IN3945,963.76,55.77,114.44,60.05,0.3,0.58,2.56,18.89,244.4526,1,239.0113,0,0.4696,0,41.9792,0,27.695,0,59.3243,0,1,0
121.2495500304,24.9175885744,96475,62500,1000,40262,40262,274375,2756875,GR93IN40791,2004,IN4079,603.41,20.32,148.69,13.86,0.13,0.25,0.71,11.67,314.4459,1,124.1922,0,0.2218,0,36.253,0,18.2051,0,38.9589,0,1,0
121.2024615881,24.8815445798,96554,62500,1000,40482,40482,269625,2752875,GR92IN48841,2003,IN4884,52.05,8.96,16.49,15.9,0.16,0.33,0.24,194.06,44.282,0,129.2632,0,0.2655,0,37.6412,0,15.7941,0,553.4263,1,1,0
121.212379191,24.8928169274,96576,62500,1000,40551,40551,270625,2754125,GR93IN49291,2004,IN4929,2471.06,564.87,578.02,37.7,0.39,1.53,3.46,147.74,1191.8247,1,183.4537,0,0.6008,0,58.4636,0,32.3118,0,422.7715,0,1,0
121.2197821076,24.8815200262,96597,62500,1000,40612,40612,271375,2752875,GR93IN49541,2004,IN4954,1197.1,36.85,135.7,24.79,0.25,0.47,1.18,23.13,287.8995,1,151.362,0,0.3967,0,40.0704,0,20.616,0,71.2841,0,1,0
121.244525722,24.8814814323,96660,62500,1000,40794,40794,273875,2752875,GR93IN50541,2004,IN5054,952.73,12.56,6411.7,259.93,0.52,1.22,64.53,2200.25,13000,1,735.873,1,0.7904,0,53.0844,0,345.5825,1,6212.2865,1,1,0
121.1801584873,24.8590009116,96779,62500,1000,41130,41130,267375,2750375,GR92IN57951,2003,IN5795,318.82,20.18,10.37,334.43,0.21,0.35,0.87,13.35,31.7751,0,921.0651,1,0.3384,0,37.9882,0,19.0258,0,43.6976,0,1,0
121.1677451231,24.8274142948,97035,62500,1000,41851,41851,266125,2746875,GR93IN67421,2004,IN6742,26.81,25.5,17.98,111.04,159.06,0,31.03,95.38,47.3269,0,365.7622,0,231.91,1,31.915,0,173.7376,0,275.0797,0,1,0
121.2073280886,24.8341362171,97146,62500,1000,42175,42175,270125,2747625,GR92IN69051,2003,IN6905,106.15,7.38,217.58,3.04,0.04,0.12,0.37,19.79,455.2295,1,97.2958,0,0.0906,0,33.9972,0,16.461,0,61.863,0,1,0
121.1553466615,24.8025979894,97405,62500,1000,42892,42892,264875,2744125,GR92IN76921,2003,IN7692,146,33.84,80.4,507.67,18.16,1.4,46.31,3083.4,174.8884,0,1351.7051,1,26.5059,1,56.2078,0,252.1194,1,8703.3877,1,1,0
121.1726785458,24.8183796623,97440,62500,1000,42987,42987,266625,2745875,GR93IN77691,2004,IN7769,85.89,94.2,237.5,12.46,0.25,0,0.73,12.8,495.938,1,120.7121,0,0.3967,0,31.915,0,18.3077,0,42.1463,0,1,0
121.2472602946,25.0101368563,97777,62500,1000,43929,43929,274125,2767125,GR92IO00651,2003,IO0065,492.18,73.72,165.41,20.15,0.11,0.51,1.51,8.32,348.6149,1,139.8279,0,0.1927,0,40.7645,0,22.3088,0,29.5095,0,1,0
121.2497327252,25.0078755174,97783,62500,1000,43944,43944,274375,2766875,GR92IO00741,2003,IO0074,863.31,16.17,731.46,89.07,0.21,11.59,7.42,44.71,1505.3947,1,311.1492,0,0.3384,0,233.0247,0,52.6254,0,132.1548,0,1,0
121.2497372041,25.0101326098,97784,62500,1000,43946,43946,274375,2767125,GR93IO00751,2004,IO0075,462.1,23.54,414.9,54.76,0.43,2.95,2.7,18.99,858.4726,1,225.8614,0,0.6592,0,83.1034,0,28.4132,0,59.6064,0,1,0
121.2497550816,25.0191609435,97788,62500,1000,43957,43957,274375,2768125,GR93IO00791,2004,IO0079,1179.12,35.57,440.97,58.18,0.31,7.06,3.2,25.15,911.7493,1,234.3628,0,0.4842,0,154.4201,0,30.978,0,76.9819,0,1,0
121.2522095833,25.0078712295,97792,62500,1000,43968,43968,274625,2766875,GR92IO00841,2003,IO0084,715.13,20.25,308.51,43.8,0.28,3.07,6.18,18.26,641.054,1,198.617,0,0.4405,0,85.1856,0,46.2645,0,57.5473,0,1,0
121.2522186353,25.0123854084,97794,62500,1000,43973,43973,274625,2767375,GR93IO00861,2004,IO0086,427.64,42.28,2002.32,202.35,0.82,40.49,12.27,63.32,4102.5242,1,592.7406,0,1.2277,0,734.4975,1,77.5044,0,184.648,0,1,0
121.2522231581,25.0146424941,97795,62500,1000,43976,43976,274625,2767625,GR92IO00871,2003,IO0087,530.18,41.28,277.37,33.71,0.18,3.3,3.07,13.28,577.4163,1,173.5353,0,0.2947,0,89.1766,0,30.3112,0,43.5002,0,1,0
121.2522276815,25.0168995792,97796,62500,1000,43978,43978,274625,2767875,GR93IO00881,2004,IO0088,103.68,35.89,6.37,45.2,4.78,0.4,2.02,9.15,23.6007,0,202.0972,0,7.0006,1,38.8558,0,24.925,0,31.8507,0,1,0
121.2547047444,25.016895254,97807,62500,1000,44009,44009,274875,2767875,GR92IO00981,2003,IO0098,155.28,41.18,5.81,29.06,4.13,0.28,1.74,5.97,22.4563,0,161.9763,0,6.053,1,36.7736,0,23.4887,0,22.8809,0,1,0
121.244981703,25.1117094441,97883,62500,1000,44228,44228,273875,2778375,GR92IO60561,2003,IO6056,664.22,9.65,139.67,46.12,0.17,2.1,2.2,4.32,296.0126,1,204.3841,0,0.2801,0,68.3542,0,25.8483,0,18.2267,0,1,0
121.2499353593,25.1094441065,97893,62500,1000,44257,44257,274375,2778125,GR93IO60751,2004,IO6075,144.2,41.02,165.35,56.74,0.12,0.82,1.88,6.31,348.4923,1,230.7833,0,0.2072,0,46.1436,0,24.2068,0,23.8399,0,1,0
121.2499400052,25.1117011479,97894,62500,1000,44259,44259,274375,2778375,GR92IO60761,2003,IO6076,437.19,29.85,112.56,4.14,0.03,2.61,0.39,3.67,240.6106,1,100.0302,0,0.076,0,77.2037,0,16.5636,0,16.3933,0,1,0
121.2499492992,25.1162152287,97896,62500,1000,44264,44264,274375,2778875,GR92IO60781,2003,IO6078,560.73,52.07,104.5,33.97,0.1,0.95,4.23,4.17,224.1392,1,174.1816,0,0.1781,0,48.3994,0,36.2616,0,17.8036,0,1,0
121.2524004012,25.1026687757,97899,62500,1000,44273,44273,274625,2777375,GR92IO60821,2003,IO6082,468.5,11.74,307.85,82.34,0.24,3.32,9.49,11.61,639.7053,1,294.4198,0,0.3822,0,89.5236,0,63.2439,0,38.7896,0,1,0
121.254898307,25.1116926884,97903,62500,1000,44284,44284,274875,2778375,GR93IO60961,2004,IO6096,341.65,21.92,109.32,48.98,0.07,2.3,5.02,7.87,233.9894,1,211.4935,0,0.1343,0,71.8246,0,40.3141,0,28.2402,0,1,0
121.1854279406,25.0734249628,97946,62500,1000,44410,44410,267875,2774125,GR92IO68101,2003,IO6810,665.97,39.21,412.45,246.42,0.44,3.63,6.33,39.97,853.4658,1,702.2898,1,0.6737,0,94.9028,0,47.034,0,118.7847,0,1,0
121.1904074709,25.0892185697,97958,62500,1000,44444,44444,268375,2775875,GR92IO68371,2003,IO6837,982.9,16.17,256.8,83.05,0.31,2.15,3.38,20.13,535.3795,1,296.1847,0,0.4842,0,69.2218,0,31.9014,0,62.822,0,1,0
121.1928822775,25.0869585283,97964,62500,1000,44461,44461,268625,2775625,GR92IO68461,2003,IO6846,648.44,27.23,148.05,44.53,0.23,0.8,2.67,11.92,313.138,1,200.4317,0,0.3676,0,45.7966,0,28.2593,0,39.664,0,1,0
121.1953533619,25.0824414572,97971,62500,1000,44480,44480,268875,2775125,GR92IO68541,2003,IO6854,684.56,29.89,95.18,41.37,0.34,2.03,1.83,9.27,205.0928,1,192.5765,0,0.528,0,67.1396,0,23.9504,0,32.1892,0,1,0
121.2003172055,25.0869491547,97994,62500,1000,44545,44545,269375,2775625,GR93IO68761,2004,IO6876,462.23,18.62,111.36,38.16,0.19,1.23,3.09,9.45,238.1583,1,184.5971,0,0.3093,0,53.258,0,30.4138,0,32.6969,0,1,0
121.2003209171,25.0892061479,97995,62500,1000,44548,44548,269375,2775875,GR93IO68771,2004,IO6877,666.94,33.5,109.51,33.81,0.22,1.19,3.84,5.93,234.3776,1,173.7839,0,0.353,0,52.5639,0,34.261,0,22.7681,0,1,0
121.2052510204,25.0734007613,98009,62500,1000,44587,44587,269875,2774125,GR92IO68901,2003,IO6890,483.98,33.72,172.96,60.94,0.09,0.93,2.82,9.68,364.0441,1,241.2237,0,0.1635,0,48.0524,0,29.0288,0,33.3457,0,1,0
121.2052662712,25.0824286705,98012,62500,1000,44594,44594,269875,2775125,GR92IO68941,2003,IO6894,1094.5,35.04,467.36,68.54,0.33,6.31,5.47,13.32,965.6799,1,260.1157,0,0.5134,0,141.4061,0,42.6225,0,43.613,0,1,0
121.2077291281,25.0733974173,98018,62500,1000,44613,44613,270125,2774125,GR93IO69001,2004,IO6900,685.98,28.48,126.09,33.86,0.22,0.87,2.5,12.95,268.2605,1,173.9082,0,0.353,0,47.0112,0,27.3873,0,42.5694,0,1,0
121.2077446005,25.0824253127,98022,62500,1000,44624,44624,270125,2775125,GR93IO69041,2004,IO6904,435.82,24.62,133.6,26.99,0.14,1.51,1.62,5.38,283.608,1,156.8307,0,0.2364,0,58.1165,0,22.8731,0,21.2167,0,1,0
121.2300681578,25.091420354,98074,62500,1000,44779,44779,272375,2776125,GR93IO69981,2004,IO6998,183.95,35.77,129.76,104.68,0.27,0.64,4.77,6.44,275.7605,1,349.9525,0,0.4259,0,43.0203,0,39.0317,0,24.2066,0,1,0
121.2548558134,25.0913793077,98098,62500,1000,44851,44851,274875,2776125,GR92IO70981,2003,IO7098,473.86,21.47,125.12,36.24,0.08,2.29,4.99,8,266.2782,1,179.8244,0,0.1489,0,71.6511,0,40.1602,0,28.6069,0,1,0
121.1680727427,25.0644144392,98135,62500,1000,44959,44959,266125,2773125,GR92IO77471,2003,IO7747,445.58,89.12,93.77,22.82,0.19,0.38,0.9,2.78,202.2114,1,146.465,0,0.3093,0,38.5088,0,19.1797,0,13.8828,0,1,0
121.1730334812,25.0689238593,98148,62500,1000,44996,44996,266625,2773625,GR92IO77691,2003,IO7769,456.39,11.19,148.37,12.63,0.17,4.79,3.45,6.47,313.7919,1,121.1347,0,0.2801,0,115.0311,0,32.2605,0,24.2912,0,1,0
121.2027379773,25.0508334765,98222,62500,1000,45194,45194,269625,2771625,GR93IO78811,2004,IO7881,350.53,62.21,143.71,217.87,0.34,1.54,5.24,35.2,304.2688,1,631.3202,1,0.528,0,58.6371,0,41.4426,0,105.3299,0,1,0
121.2027583657,25.0643759971,98226,62500,1000,45206,45206,269625,2773125,GR93IO78871,2004,IO7887,886.88,41.75,185.58,132.12,0.45,0.87,5.28,22.15,389.8343,1,418.1629,0,0.6883,0,47.0112,0,41.6478,0,68.5198,0,1,0
121.2077103385,25.0621124099,98242,62500,1000,45249,45249,270125,2772875,GR93IO79061,2004,IO7906,477.53,27.99,245.69,99.27,0.36,1.9,9.12,23.14,512.6751,1,336.5044,0,0.5571,0,64.8838,0,61.3459,0,71.3123,0,1,0
121.2077139643,25.0643694607,98243,62500,1000,45252,45252,270125,2773125,GR93IO79071,2004,IO7907,629.52,46.32,120.69,71.55,0.26,3.24,3,14.72,257.2251,1,267.598,0,0.4113,0,88.1355,0,29.9521,0,47.562,0,1,0
121.2126556185,25.0553340717,98254,62500,1000,45279,45279,270625,2772125,GR92IO79231,2003,IO7923,769.13,42,209.14,89.15,0.43,2.16,4.66,21.79,437.9815,1,311.3481,0,0.6592,0,69.3953,0,38.4674,0,67.5044,0,1,0
121.215126254,25.0508162872,98260,62500,1000,45294,45294,270875,2771625,GR93IO79311,2004,IO7931,0.29,49.37,331.57,95.65,0.37,2.66,4.38,21.82,688.1795,1,327.5058,0,0.5717,0,78.0713,0,37.0311,0,67.589,0,1,0
121.2176076986,25.0530697464,98269,62500,1000,45318,45318,271125,2771875,GR93IO79421,2004,IO7942,419.02,34.54,407.63,30.9,0.21,0.87,2.98,9.8,843.6157,1,166.5502,0,0.3384,0,47.0112,0,29.8495,0,33.6842,0,1,0
121.2176188319,25.0598410555,98271,62500,1000,45324,45324,271125,2772625,GR92IO79451,2003,IO7945,1100.26,47.98,514.58,68.73,0.77,5.76,4.43,19.64,1062.1787,1,260.588,0,1.1548,0,131.8625,0,37.2876,0,61.4398,0,1,0
121.2176225567,25.0620981554,98272,62500,1000,45326,45326,271125,2772875,GR92IO79461,2003,IO7946,452.73,28.23,190.87,49.01,0.22,1.39,6.34,9.09,400.6449,1,211.5681,0,0.353,0,56.0343,0,47.0853,0,31.6815,0,1,0
121.2250338431,25.0485441642,98278,62500,1000,45344,45344,271875,2771375,GR92IO79701,2003,IO7970,578.17,29.16,148.3,22.49,0.26,0.78,4.11,10.14,313.6489,1,145.6446,0,0.4113,0,45.4496,0,35.6461,0,34.6432,0,1,0
121.2250376671,25.0508012836,98279,62500,1000,45346,45346,271875,2771625,GR92IO79711,2003,IO7971,519.97,58.15,199.89,49.37,0.26,0.76,1.82,68.54,419.0782,1,212.4629,0,0.4113,0,45.1025,0,23.8991,0,199.3721,0,1,0
121.2275116867,25.048540276,98283,62500,1000,45355,45355,272125,2771375,GR92IO79801,2003,IO7980,424.62,31.05,415.15,131.14,0.69,2.67,12.43,27.57,858.9835,1,415.7268,0,1.0382,0,78.2448,0,78.3252,0,83.808,0,1,0
121.2275194539,25.053054519,98285,62500,1000,45358,45358,272125,2771875,GR93IO79821,2004,IO7982,915.24,41.78,856.75,229.02,0.89,11.79,8.31,42.9,1761.4373,1,659.0369,1,1.3297,0,236.4951,0,57.1908,0,127.0493,0,1,0
121.2300054358,25.0575647959,98290,62500,1000,45371,45371,272375,2772375,GR93IO79941,2004,IO7994,478.05,34.42,480.33,84.51,0.58,4.58,4.98,23.4,992.1854,1,299.814,0,0.8778,0,111.3872,0,40.1089,0,72.0457,0,1,0
121.2324916727,25.0620750303,98294,62500,1000,45381,45381,272625,2772875,GR93IO80061,2004,IO8006,800.56,41.56,141.71,64.95,1.33,1.17,5.72,13.26,300.1816,1,251.1917,0,1.9712,0,52.2168,0,43.9049,0,43.4438,0,1,0
121.2324957944,25.0643321153,98295,62500,1000,45384,45384,272625,2773125,GR93IO80071,2004,IO8007,1333.54,64.59,585.59,110.85,0.45,9.88,3.72,23.48,1207.2947,1,365.2899,0,0.6883,0,203.3528,0,33.6455,0,72.2713,0,1,0
121.2449003434,25.0710828788,98315,62500,1000,45445,45445,273875,2773875,GR92IO805A1,2003,IO805A,317.22,77.33,150.67,48.68,0.77,0.88,1.21,27.54,318.4922,1,210.7477,0,1.1548,0,47.1848,0,20.7699,0,83.7234,0,1,0
121.1828907531,25.0305445283,98395,62500,1000,45678,45678,267625,2769375,GR92IO88031,2003,IO8803,939.56,56.67,36.58,187.54,0.22,8.38,49.83,2.27,85.3379,0,555.9259,0,0.353,0,177.3248,0,270.176,1,12.4443,0,1,0
121.1853774098,25.0373125548,98408,62500,1000,45714,45714,267875,2770125,GR93IO88161,2004,IO8816,1065.36,76.51,26.5,439.37,0.56,3.75,14.33,6.86,64.7384,0,1181.9249,1,0.8487,0,96.985,0,88.0716,0,25.3913,0,1,0
121.1952794609,25.0327867502,98446,62500,1000,45820,45820,268875,2769625,GR92IO88541,2003,IO8854,968.91,40.3,109.06,23.42,0.21,0.32,2.32,5.86,233.458,1,147.9564,0,0.3384,0,37.4676,0,26.4639,0,22.5706,0,1,0
121.195286067,25.0373007292,98448,62500,1000,45825,45825,268875,2770125,GR93IO88561,2004,IO8856,495.82,12.96,107.09,30.46,0.16,0.63,3.27,12.1,229.4321,1,165.4565,0,0.2655,0,42.8468,0,31.3371,0,40.1718,0,1,0
121.2002372219,25.0350373377,98463,62500,1000,45861,45861,269375,2769875,GR92IO88751,2003,IO8875,487.41,56.53,108.28,17.22,0.05,0.44,1.39,10.35,231.864,1,132.5445,0,0.1052,0,39.5499,0,21.6933,0,35.2355,0,1,0
121.2027144696,25.0350340485,98472,62500,1000,45888,45888,269625,2769875,GR92IO88851,2003,IO8885,1081.01,70.54,309.34,148.51,0.38,1.33,6.15,21.56,642.7502,1,458.9052,0,0.5863,0,54.9932,0,46.1107,0,66.8556,0,1,0
121.2027279548,25.0440622279,98476,62500,1000,45900,45900,269625,2770875,GR92IO88891,2003,IO8889,968.69,69.66,183.02,263.98,0.54,2.47,7.74,49.81,384.6027,1,745.9405,1,0.8195,0,74.7744,0,54.2669,0,146.5404,0,1,0
121.2052053374,25.0440589479,98485,62500,1000,45926,45926,269875,2770875,GR93IO88991,2004,IO8899,447.14,33.94,90.98,257.7,0.44,1.01,6.66,28.82,196.5097,0,730.3297,1,0.6737,0,49.4405,0,48.7268,0,87.3339,0,1,0
121.2076620372,25.0305132117,98488,62500,1000,45934,45934,270125,2769375,GR92IO89031,2003,IO8903,288.46,23.19,145.92,134.67,0.24,1.06,5.05,19.16,308.7851,1,424.5017,0,0.3822,0,50.3081,0,40.468,0,60.0859,0,1,0
121.2126343949,25.0417914507,98502,62500,1000,45976,45976,270625,2770625,GR92IO89281,2003,IO8928,551.35,14.37,335.1,55.5,0.19,2.96,2.79,18.55,695.3934,1,227.7009,0,0.3093,0,83.2769,0,28.8749,0,58.3653,0,1,0
121.212637935,25.0440485349,98503,62500,1000,45978,45978,270625,2770875,GR92IO89291,2003,IO8929,614.6,23.17,266.37,82.81,0.32,1.58,5.44,20.1,554.9367,1,295.5881,0,0.4988,0,59.3312,0,42.4686,0,62.7374,0,1,0
121.212641469,25.0463056326,98504,62500,1000,45981,45981,270625,2771125,GR92IO892A1,2003,IO892A,375.63,27.18,348.96,85.91,0.52,2.85,9.45,20.79,723.7177,1,303.2941,0,0.7904,0,81.3682,0,63.0387,0,64.6837,0,1,0
121.2151083175,25.0395307767,98507,62500,1000,45988,45988,270875,2770375,GR92IO89371,2003,IO8937,554.22,26.16,189.35,79.58,0.18,2.01,4.73,13.24,397.5387,1,287.559,0,0.2947,0,66.7925,0,38.8265,0,43.3874,0,1,0
121.217571164,25.0304987792,98511,62500,1000,45998,45998,271125,2769375,GR92IO89431,2003,IO8943,375.72,21.73,275.58,94.26,0.34,0.9,3.68,15.6,573.7583,1,324.0505,0,0.528,0,47.5318,0,33.4403,0,50.0442,0,1,0
121.2175821971,25.0372700059,98512,62500,1000,46000,46000,271125,2770125,GR92IO89461,2003,IO8946,617.86,24.21,289.32,79.97,0.13,0.81,5.14,16.92,601.8374,1,288.5284,0,0.2218,0,45.9701,0,40.9297,0,53.7675,0,1,0
121.2175858391,25.0395271039,98513,62500,1000,46002,46002,271125,2770375,GR92IO89471,2003,IO8947,1276.69,39.91,294.91,86.54,0.4,2.65,5.23,19.16,613.2611,1,304.8601,0,0.6154,0,77.8978,0,41.3913,0,60.0859,0,1,0
121.2200708166,25.0440375496,98524,62500,1000,46031,46031,271375,2770875,GR92IO89591,2003,IO8959,1262.59,173.46,585.6,146.03,0.52,4.18,17.62,13.04,1207.3152,1,452.7404,0,0.7904,0,104.4464,0,104.9483,0,42.8232,0,1,0
121.2225182681,25.0259770374,98527,62500,1000,46040,46040,271625,2768875,GR92IO89611,2003,IO8961,2501.84,141.87,359.87,136.73,0.64,4.7,3.93,23.52,746.0133,1,429.6224,0,0.9653,0,113.4694,0,34.7227,0,72.3842,0,1,0
121.2225258809,25.0304911925,98529,62500,1000,46045,46045,271625,2769375,GR92IO89631,2003,IO8963,891.87,29.5,98.65,47.01,0.21,0.52,3.63,8.81,212.1841,1,206.5965,0,0.3384,0,40.938,0,33.1838,0,30.8917,0,1,0
121.2225522685,25.0462908719,98535,62500,1000,46062,46062,271625,2771125,GR92IO896A1,2003,IO896A,377.1,31.94,243.14,18.05,0.08,0.75,3.14,8.71,507.4639,1,134.6077,0,0.1489,0,44.929,0,30.6703,0,30.6096,0,1,0
121.2250262007,25.0440299294,98542,62500,1000,46086,46086,271875,2770875,GR93IO89791,2004,IO8979,519.52,37.17,151.87,16.19,0.18,0.66,4.83,6.05,320.9445,1,129.9841,0,0.2947,0,43.3673,0,39.3395,0,23.1065,0,1,0
121.2275000573,25.0417689224,98552,62500,1000,46114,46114,272125,2770625,GR92IO89881,2003,IO8988,854.66,32.46,571.28,27.11,0.26,3.31,5.79,22.83,1178.0508,1,157.129,0,0.4113,0,89.3501,0,44.264,0,70.4379,0,1,0
121.227503927,25.0440260357,98553,62500,1000,46117,46117,272125,2770875,GR93IO89891,2004,IO8989,1057.56,31.62,470.8,39.15,0.28,2.17,8.9,14.88,972.7099,1,187.0581,0,0.4405,0,69.5688,0,60.2173,0,48.0133,0,1,0
121.2299699066,25.0372507261,98561,62500,1000,46141,46141,272375,2770125,GR92IO89961,2003,IO8996,361.11,88.22,426.01,88.44,0.34,7.5,5.44,16.27,881.177,1,309.5832,0,0.528,0,162.055,0,42.4686,0,51.9341,0,1,0
121.2324594476,25.0440180811,98568,62500,1000,46160,46160,272625,2770875,GR93IO90091,2004,IO9009,547.55,35.41,616.21,123.69,0.33,11.49,5.04,32.14,1269.8698,1,397.2076,0,0.5134,0,231.2895,0,40.4167,0,96.6986,0,1,0
121.2349128519,25.0304713861,98571,62500,1000,46169,46169,272875,2769375,GR93IO90131,2004,IO9013,1813.84,83.02,374.79,22.17,0.22,3.78,2.38,20.11,776.5038,1,144.8492,0,0.353,0,97.5056,0,26.7717,0,62.7656,0,1,0
121.2349169337,25.0327284733,98572,62500,1000,46171,46171,272875,2769625,GR93IO90141,2004,IO9014,944.92,29.7,281.62,19.91,0.2,2.67,6.27,12.61,586.1016,1,139.2313,0,0.3239,0,78.2448,0,46.7262,0,41.6103,0,1,0
121.2349210161,25.03498556,98573,62500,1000,46174,46174,272875,2769875,GR93IO90151,2004,IO9015,1127.38,20.24,183.85,13.15,0.15,2.21,2.75,11.23,386.2989,1,122.4273,0,0.251,0,70.2629,0,28.6697,0,37.7178,0,1,0
121.2349250784,25.0372426662,98574,62500,1000,46176,46176,272875,2770125,GR92IO90161,2003,IO9016,682.19,49.76,0,115.7,0.7,15.53,7.3,32.35,10.583,0,377.3461,0,1.0528,0,301.3916,1,52.0098,0,97.2909,0,1,0
121.2373861278,25.0282102073,98579,62500,1000,46190,46190,273125,2769125,GR93IO90221,2004,IO9022,374.39,16.69,4118.56,24.29,0.22,4.82,4.65,35.43,8427.2722,1,150.1191,0,0.353,0,115.5516,0,38.4161,0,105.9787,0,1,0
121.2373902696,25.0304672946,98580,62500,1000,46192,46192,273125,2769375,GR93IO90231,2004,IO9023,567.82,41.43,844.89,21.18,0.3,2.41,2.72,21.94,1737.2002,1,142.3882,0,0.4696,0,73.7333,0,28.5158,0,67.9275,0,1,0
121.2373985534,25.0349814674,98581,62500,1000,46194,46194,273125,2769875,GR93IO90251,2004,IO9025,1130.61,18.81,158.11,14.82,0.17,2.38,3.43,10.84,333.6966,1,126.5786,0,0.2801,0,73.2128,0,32.1579,0,36.6177,0,1,0
121.239863493,25.0282060802,98588,62500,1000,46212,46212,273375,2769125,GR93IO90321,2004,IO9032,539.64,6.3,366.99,5.57,0.07,2.21,3.32,14.26,760.5638,1,103.5849,0,0.1343,0,70.2629,0,31.5936,0,46.2645,0,1,0
121.2398676952,25.0304631659,98589,62500,1000,46214,46214,273375,2769375,GR93IO90331,2004,IO9033,838.34,17.53,234.38,34.54,0.24,2.23,4.51,15.56,489.562,1,175.5985,0,0.3822,0,70.61,0,37.6979,0,49.9314,0,1,0
121.2398718979,25.0327202507,98590,62500,1000,46217,46217,273375,2769625,GR93IO90341,2004,IO9034,632.12,27.38,0.03,83.21,0.51,13.52,8.12,26.74,10.6443,0,296.5824,0,0.7758,0,266.514,1,56.2162,0,81.4668,0,1,0
